playerID,yearID,playerStint,teamID,league,numberOfGames,numberOfGamesAsBatter,AtBatting,runs,hits,doules,tripples,homeRuns,runsBattedIn,stolenBases,caughtStealing,baseOnBalls,strikeouts,intentionalWalks,hitsByPitch,sacrificeHits,sacrificeFlies,groundedIntoDoublePlays,G_old,playerName
hundlto01,1990,1,NYN,NL,36,36,67,8,14,6,0,0,2,0,0,6,18,0,0,1,0,1,36,Todd Randolph
hundlto01,1991,1,NYN,NL,21,21,60,5,8,0,1,1,7,0,0,6,14,0,1,1,1,3,21,Todd Randolph
hundlto01,1992,1,NYN,NL,123,123,358,32,75,17,0,7,32,3,0,19,76,4,4,7,2,8,123,Todd Randolph
hundlto01,1993,1,NYN,NL,130,130,417,40,95,17,2,11,53,1,1,23,62,7,2,2,4,10,130,Todd Randolph
hundlto01,1994,1,NYN,NL,91,91,291,45,69,10,1,16,42,2,1,25,73,4,3,3,1,3,91,Todd Randolph
hundlto01,1995,1,NYN,NL,90,90,275,39,77,11,0,15,51,1,0,42,64,5,5,1,3,4,90,Todd Randolph
hundlto01,1996,1,NYN,NL,153,153,540,85,140,32,1,41,112,1,3,79,146,15,3,0,2,9,153,Todd Randolph
hundlto01,1997,1,NYN,NL,132,132,417,78,114,21,2,30,86,2,3,83,116,16,3,0,5,10,132,Todd Randolph
hundlto01,1998,1,NYN,NL,53,53,124,8,20,4,0,3,12,1,1,16,55,0,1,0,1,0,53,Todd Randolph
hunglbe01,1922,1,BRO,NL,39,39,102,9,23,1,2,1,13,2,0,6,20,,0,3,,,39,Bernard Herman
hunglbe01,1923,1,BRO,NL,2,2,4,0,0,0,0,0,0,0,1,0,2,,0,0,,,2,Bernard Herman
hunglbe01,1930,1,SLA,AL,10,10,31,4,10,2,0,0,2,0,1,5,3,,0,0,,,10,Bernard Herman
hunnebi01,1926,1,CHA,AL,131,131,470,81,129,26,4,3,48,24,9,37,28,,1,31,,,131,William Fenton
hunnebi01,1927,1,CHA,AL,112,112,365,45,104,25,1,2,36,15,13,25,24,,1,15,,,112,William Fenton
hunnebi01,1928,1,CHA,AL,94,94,333,42,98,8,3,2,24,16,6,26,24,,3,6,,,94,William Fenton
hunnebi01,1929,1,CHA,AL,47,47,127,13,23,5,0,0,9,5,2,7,3,,0,1,,,47,William Fenton
hunnebi01,1930,1,CHA,AL,31,31,81,11,22,2,0,1,5,1,1,4,10,,1,7,,,31,William Fenton
hunnebi01,1931,1,CLE,AL,21,21,71,13,17,4,1,0,4,3,1,9,4,,0,2,,,21,William Fenton
huntdi01,1872,1,BR1,NA,11,11,48,11,15,1,1,0,5,0,1,1,0,,,,,,11,Richard M.
huntebi01,1884,1,LS2,AA,2,2,7,1,1,0,0,0,0,0,,0,,,0,,,,2,William F.
huntebi02,1912,1,CLE,AL,21,21,55,6,9,2,0,0,2,0,,10,,,1,3,,,21,William Ellsworth
huntebi03,1953,1,SLA,AL,154,154,567,50,124,18,1,1,37,3,1,24,45,,2,11,,12,154,Gordon William
huntebi03,1954,1,BAL,AL,125,125,411,28,100,9,5,2,27,5,4,21,38,,2,13,4,14,125,Gordon William
huntebi03,1958,2,CLE,AL,76,76,190,21,37,10,2,0,9,4,1,17,37,1,1,5,1,3,76,Gordon William
