playerID,yearID,playerStint,teamID,league,numberOfGames,numberOfGamesAsBatter,AtBatting,runs,hits,doules,tripples,homeRuns,runsBattedIn,stolenBases,caughtStealing,baseOnBalls,strikeouts,intentionalWalks,hitsByPitch,sacrificeHits,sacrificeFlies,groundedIntoDoublePlays,G_old,playerName
aardsda01,2006,1,CHN,NL,45,43,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,David Allan
aardsda01,2008,1,BOS,AL,47,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,David Allan
aaronha01,1975,1,ML4,AL,137,137,465,45,109,16,2,12,60,0,1,70,51,3,1,1,6,15,137,Henry Louis
aaronha01,1976,1,ML4,AL,85,85,271,22,62,8,0,10,35,0,1,35,38,1,0,0,2,8,85,Henry Louis
aasedo01,1977,1,BOS,AL,13,0,,,,,,,,,,,,,,,,,13,Donald William
abadan01,2003,1,BOS,AL,9,9,17,1,2,0,0,0,0,0,1,2,5,0,0,0,0,1,9,Fausto Andres
abadan01,2006,1,CIN,NL,5,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,Fausto Andres
abadfe01,2010,1,HOU,NL,22,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Fernando Antonio
abadfe01,2011,1,HOU,NL,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Fernando Antonio
abadfe01,2012,1,HOU,NL,37,,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,,Fernando Antonio
abbated01,1907,1,PIT,NL,147,147,496,63,130,14,7,2,82,35,,65,,,8,22,,,147,Edward James
abbated01,1908,1,PIT,NL,146,146,500,43,125,16,7,1,61,22,,58,,,7,25,,,146,Edward James
abbated01,1909,1,PIT,NL,36,36,87,13,20,0,0,1,16,2,,19,,,0,1,,,36,Edward James
abbated01,1910,1,PIT,NL,3,3,3,0,0,0,0,0,0,0,,0,0,,0,0,,,3,Edward James
abbeybe01,1893,1,CHN,NL,7,7,26,2,6,1,0,0,2,0,,2,3,,0,,,,7,Bert Wood
abbeybe01,1894,1,CHN,NL,11,11,39,3,5,0,0,0,4,1,,2,7,,0,,,,11,Bert Wood
