playerID,yearID,playerStint,teamID,league,numberOfGames,numberOfGamesAsBatter,AtBatting,runs,hits,doules,tripples,homeRuns,runsBattedIn,stolenBases,caughtStealing,baseOnBalls,strikeouts,intentionalWalks,hitsByPitch,sacrificeHits,sacrificeFlies,groundedIntoDoublePlays,G_old,playerName
matusle01,1983,1,PHI,NL,28,28,80,12,22,6,1,4,16,0,1,4,14,1,0,2,1,1,28,Leonard James
matusle01,1984,1,PHI,NL,101,101,262,40,65,17,1,12,43,4,3,39,54,4,4,0,4,7,101,Leonard James
matusle01,1985,2,LAN,NL,43,43,63,10,14,2,1,3,13,0,1,8,14,2,1,1,3,0,43,Leonard James
matusle01,1986,1,LAN,NL,91,91,199,26,52,7,0,9,28,2,2,21,47,1,1,0,1,3,91,Leonard James
matusle01,1987,1,LAN,NL,16,16,15,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,16,Leonard James
mauchge01,1950,1,BSN,NL,48,48,121,17,28,5,0,1,15,1,,14,9,,1,1,,5,48,Gene William
mauchge01,1951,1,BSN,NL,19,19,20,5,2,0,0,0,1,0,0,7,4,,0,1,,0,19,Gene William
maulal01,1887,1,PHI,NL,16,16,56,15,17,2,2,1,4,5,,15,10,,0,,,,16,Albert Joseph
maulal01,1893,1,WAS,NL,44,44,134,10,34,8,4,0,12,1,,33,14,,1,,,,44,Albert Joseph
maulal01,1894,1,WAS,NL,41,41,124,23,30,3,3,2,20,1,,14,11,,7,,,,41,Albert Joseph
maulal01,1895,1,WAS,NL,22,22,72,9,18,5,2,0,16,0,,6,7,,0,2,,,22,Albert Joseph
maulal01,1896,1,WAS,NL,8,8,28,6,8,1,1,0,5,0,,3,2,,0,0,,,8,Albert Joseph
maulal01,1897,1,WAS,NL,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,,,1,Albert Joseph
maulal01,1900,1,PHI,NL,5,5,15,2,3,0,0,0,1,0,,2,,,0,0,,,5,Albert Joseph
maunedi01,1945,1,PHI,NL,22,22,41,5,6,1,0,0,1,0,,3,14,,1,1,,1,22,Richard
maunedi01,1946,1,PHI,NL,25,25,24,1,4,0,0,0,1,0,,1,9,,0,3,,0,25,Richard
maunedi01,1947,1,PHI,NL,15,15,2,0,0,0,0,0,0,0,,0,1,,0,0,,0,15,Richard
mauner01,1926,1,PHI,NL,14,14,12,0,3,0,0,0,1,0,,0,1,,0,0,,,14,Ernest Gerald
maurero01,1991,1,TEX,AL,13,13,16,0,1,1,0,0,2,0,0,2,6,0,1,0,0,0,13,Robert John
maurero01,1992,1,TEX,AL,8,8,9,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,8,Robert John
maurira01,1958,1,LAN,NL,3,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,Ralph
mauseti01,1991,1,PHI,NL,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,Timothy Edward
mauseti01,1993,1,PHI,NL,8,8,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,Timothy Edward
maxiela01,1969,1,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Larry Hans
maxweju01,2007,1,WAS,NL,15,15,26,5,7,0,0,2,5,0,0,1,8,0,0,0,0,0,15,Justin Adam
maxweju01,2009,1,WAS,NL,40,40,89,13,22,4,1,4,9,6,1,12,32,0,1,0,0,1,,Justin Adam
maxweju01,2010,1,WAS,NL,67,67,104,16,15,6,0,3,12,5,1,25,43,2,0,0,2,3,,Justin Adam
mayayu01,2010,1,WAS,NL,5,5,7,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,,Yunesky
mayayu01,2011,1,WAS,NL,10,10,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,10,Yunesky
maybejo02,2009,1,PHI,NL,39,39,57,8,12,3,0,4,8,0,0,2,23,0,1,0,0,2,,John Claiborn
maybejo02,2010,1,PHI,NL,11,11,12,4,4,0,0,2,6,0,1,1,4,0,0,0,0,0,,John Claiborn
maybejo02,2011,1,PHI,NL,104,104,267,37,73,17,1,15,49,8,3,26,55,2,2,0,1,6,104,John Claiborn
maybejo02,2012,1,PHI,NL,149,,441,53,108,24,0,14,46,1,0,34,111,2,2,0,2,17,,John Claiborn
maybica01,2008,1,FLO,NL,8,8,32,9,16,2,0,0,2,4,0,3,8,0,0,1,0,0,8,Cameron Keith
maybica01,2009,1,FLO,NL,54,54,176,30,44,12,2,4,13,1,3,17,51,1,1,4,1,2,,Cameron Keith
maybica01,2010,1,FLO,NL,82,82,291,46,68,7,3,8,28,9,2,24,92,1,5,1,1,4,,Cameron Keith
mayda01,1975,1,ATL,NL,82,82,203,28,56,8,0,12,40,1,1,25,27,3,2,0,0,4,82,David LaFrance
mayda01,1976,1,ATL,NL,105,105,214,27,46,5,3,3,23,5,1,26,31,3,1,0,2,4,105,David LaFrance
mayda01,1977,1,TEX,AL,120,120,340,46,82,14,1,7,42,4,3,32,43,1,4,2,3,6,120,David LaFrance
mayda02,1995,1,ATL,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Darrell Kevin
