playerID,yearID,playerStint,teamID,league,numberOfGames,numberOfGamesAsBatter,AtBatting,runs,hits,doules,tripples,homeRuns,runsBattedIn,stolenBases,caughtStealing,baseOnBalls,strikeouts,intentionalWalks,hitsByPitch,sacrificeHits,sacrificeFlies,groundedIntoDoublePlays,G_old,playerName
aardsda01,2009,1,SEA,AL,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,David Allan
aardsda01,2010,1,SEA,AL,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,David Allan
aardsda01,2012,1,NYA,AL,1,,,,,,,,,,,,,,,,,,,David Allan
aasedo01,1978,1,CAL,AL,29,0,,,,,,,,,,,,,,,,,29,Donald William
aasedo01,1979,1,CAL,AL,37,0,,,,,,,,,,,,,,,,,37,Donald William
aasedo01,1980,1,CAL,AL,40,0,,,,,,,,,,,,,,,,,40,Donald William
aasedo01,1981,1,CAL,AL,39,0,,,,,,,,,,,,,,,,,39,Donald William
aasedo01,1982,1,CAL,AL,24,0,,,,,,,,,,,,,,,,,24,Donald William
aasedo01,1984,1,CAL,AL,23,0,,,,,,,,,,,,,,,,,23,Donald William
abadan01,2001,1,OAK,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fausto Andres
abadijo01,1875,1,PH3,NA,11,11,45,3,10,0,0,0,4,1,0,0,3,,,,,,11,John W.
abbotgl01,1973,1,OAK,AL,5,0,,,,,,,,,,,,,,,,,5,William Glenn
abbotgl01,1974,1,OAK,AL,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,William Glenn
abbotgl01,1975,1,OAK,AL,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,William Glenn
abbotgl01,1976,1,OAK,AL,19,0,,,,,,,,,,,,,,,,,19,William Glenn
abbotgl01,1977,1,SEA,AL,36,0,,,,,,,,,,,,,,,,,36,William Glenn
abbotgl01,1978,1,SEA,AL,29,0,,,,,,,,,,,,,,,,,29,William Glenn
abbotgl01,1979,1,SEA,AL,23,0,,,,,,,,,,,,,,,,,23,William Glenn
abbotgl01,1980,1,SEA,AL,31,0,,,,,,,,,,,,,,,,,31,William Glenn
abbotgl01,1981,1,SEA,AL,22,0,,,,,,,,,,,,,,,,,22,William Glenn
abbotgl01,1983,1,SEA,AL,14,0,,,,,,,,,,,,,,,,,14,William Glenn
abbotgl01,1983,2,DET,AL,7,0,,,,,,,,,,,,,,,,,7,William Glenn
abbotgl01,1984,1,DET,AL,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,William Glenn
abbotji01,1989,1,CAL,AL,29,0,,,,,,,,,,,,,,,,,29,James Anthony
abbotji01,1990,1,CAL,AL,33,0,,,,,,,,,,,,,,,,,33,James Anthony
abbotji01,1991,1,CAL,AL,34,0,,,,,,,,,,,,,,,,,34,James Anthony
abbotji01,1992,1,CAL,AL,29,0,,,,,,,,,,,,,,,,,29,James Anthony
abbotji01,1993,1,NYA,AL,32,0,,,,,,,,,,,,,,,,,32,James Anthony
abbotji01,1994,1,NYA,AL,24,0,,,,,,,,,,,,,,,,,24,James Anthony
